id,leiden_label,infomap_label,tsne-one,tsne-two
47799,0,-1,-15.448552,-49.914463
47807,0,0,-17.589725,-15.850824
47874,0,0,-6.6693463,-20.069187
47880,2,0,-16.473114,20.505953
47919,0,0,-22.092615,-31.798769
47924,0,0,-30.38639,-23.318783
47966,0,0,-14.1226635,-47.71956
47967,2,2,-21.488678,42.4559
48103,0,0,-4.274149,-20.080223
48145,0,-1,-10.416358,-55.9464
48253,0,0,-3.774144,-21.884344
48308,0,0,-29.256878,-20.575005
48319,2,2,-28.087313,38.08533
48320,1,-1,33.524967,-6.585948
48345,2,0,13.440844,30.510244
48366,2,2,-45.02482,34.13596
48388,1,1,20.326883,47.897907
48453,0,0,-27.810982,-10.94698
48492,2,0,-33.368942,21.79086
48502,0,0,0.2384637,-43.51567
48505,2,2,-16.685032,40.835316
48515,0,0,0.26741922,-8.51022
48528,2,2,-29.2242,51.3825
48557,2,0,-17.919945,44.50261
48562,2,0,-33.59072,23.605467
48578,2,2,-29.039042,50.250793
48580,1,1,37.23725,47.45353
48650,0,0,-7.1243253,-25.934305
48747,1,0,17.760918,28.414951
48756,1,1,37.094364,45.18286
48788,2,2,-19.011429,45.168644
48860,1,0,30.08511,-4.276017
48895,1,0,27.965935,8.805126
48903,1,3,42.38657,23.948984
49018,1,0,18.917425,25.951654
49040,2,2,-21.784636,40.51401
49096,0,0,-16.640238,-7.5875673
49125,1,0,16.901207,35.514435
49133,2,0,-19.466566,20.5583
49135,1,1,22.145273,45.191544
49177,-1,4,7.578137,-54.85758
49285,1,0,27.094313,11.531422
49295,0,0,-7.523855,2.711895
49364,1,0,13.446501,23.534016
49403,0,0,-34.18063,-28.062807
49439,0,0,-19.134558,-15.789102
49459,0,0,-17.874119,9.764683
49486,2,0,-14.551639,17.688215
49488,0,0,21.762535,-3.1417007
49522,0,0,-14.449937,-33.359478
49554,1,1,21.857323,48.175594
49577,1,1,21.740913,50.21831
49593,0,0,-4.1097584,-6.076942
49614,1,1,21.79505,45.77998
49633,0,0,-0.062003776,-54.518833
49634,2,0,-32.04702,31.004711
49638,-1,-1,28.256248,-45.208275
49650,0,0,-5.9299154,-52.14369
49680,2,0,-30.461441,31.09764
49685,2,2,-26.854958,41.23646
49822,0,0,13.109508,10.96753
49838,0,0,-29.136091,-2.6289625
49856,1,0,4.122211,34.62682
49914,1,1,21.442547,52.129482
49935,0,0,10.701555,-6.2661905
49940,0,0,-15.248576,-51.37171
49968,1,-1,33.46556,-6.6047244
49988,0,0,-12.183396,0.82934517
50004,0,0,26.319592,-4.7455826
50099,0,0,12.309799,-8.8327875
50247,0,0,4.5056686,-3.8407087
50249,0,0,-5.537866,9.680048
50458,0,0,-9.424256,1.531396
50477,0,0,-7.410818,-18.816156
50503,0,0,13.496669,-28.687233
50507,1,1,38.89446,44.675613
50509,0,0,0.79288363,-45.127026
50551,1,0,13.719768,13.253113
50630,0,-1,-1.5551357,-58.49536
50635,0,0,-10.808251,-18.812796
50652,2,2,-22.776638,34.68141
50692,1,0,21.10793,24.796236
50758,-1,4,15.472495,-42.593334
50919,2,0,25.581312,-2.9195054
50932,2,0,-29.179241,25.1183
50979,1,0,28.056541,18.234034
51062,0,0,-8.466883,-2.301619
51094,0,0,-11.745398,10.585483
51121,0,0,19.750122,-10.116538
51155,0,0,-2.2172449,-57.838955
51203,2,0,-20.351406,20.907953
51212,1,1,23.403997,50.516697
51215,2,0,-20.016539,14.878305
51231,2,0,-33.17945,26.753738
51238,-1,-1,0.96638286,11.012139
51261,2,2,-28.571314,45.9407
51282,2,2,-28.06269,39.329144
51286,0,0,-3.742665,3.7947104
51355,0,-1,0.15868728,-54.706135
51371,2,0,-12.039689,11.408695
51374,0,0,4.8296237,4.6265135
51402,2,0,-3.821214,7.7097898
51409,1,0,23.216764,26.133095
51461,2,0,-29.372925,14.950403
51468,2,0,-23.53796,40.073845
51523,2,-1,-18.975473,33.07758
51545,0,0,11.978447,-28.906588
51552,2,0,25.93991,-2.0234
51576,2,0,-10.359602,43.3347
51579,1,1,24.637283,52.383396
51584,1,1,25.1492,43.378754
51592,0,0,19.567656,-22.801609
51607,1,0,21.612444,11.425043
51622,1,1,6.488216,27.02912
51664,0,0,-4.3500004,4.9132233
51691,1,1,16.531872,49.81427
51692,2,0,0.8122169,26.950193
51695,1,1,33.22795,45.374863
51697,0,0,-21.07525,-33.775024
51699,0,0,-12.710199,-17.944736
51733,0,0,13.109844,-25.624199
51793,0,0,1.8558584,-52.088474
51832,0,0,22.799637,-5.3810544
51846,1,0,16.115356,-12.005346
51850,0,0,-27.642952,-26.692394
51866,2,0,0.44042182,29.469753
51874,0,0,-10.3695545,-45.44824
51875,0,0,-1.3268318,2.1289692
51928,2,2,-25.534124,39.029984
51930,0,-1,-19.780344,-38.590454
51933,0,0,-1.3889716,-0.44246972
51936,1,1,30.42714,23.39947
52076,0,0,-1.0609334,-0.67870337
52116,2,2,-28.436224,36.759113
52117,1,0,19.340166,23.50025
52121,2,0,-5.534536,18.108622
52143,1,1,28.134624,19.959019
52148,2,0,-13.653158,39.928623
52155,0,0,-10.539439,-11.757153
52164,0,4,5.5592012,-55.770363
52294,0,0,-28.06779,-23.6113
52320,0,0,-1.3733633,-47.99049
52321,1,1,32.95574,24.078352
52322,0,4,2.4857361,-54.607197
52328,1,0,7.6592126,5.87622
52349,0,0,0.6086934,-25.820223
52380,2,0,-10.846426,33.6961
52402,-1,-1,-6.4417806,-55.748463
52419,1,1,20.523449,53.819942
52428,0,0,-21.065823,-41.502842
52429,1,1,20.523462,53.820377
52440,0,0,-4.3652716,-45.61923
52786,2,0,-0.965837,13.178957
52907,0,0,-27.676273,-18.084131
52919,0,0,-3.0638463,10.29085
52927,1,0,12.462176,13.129972
52965,2,2,-24.717426,36.016205
52969,0,0,-28.59857,-17.960703
52979,1,1,23.360289,51.110046
52993,-1,-1,16.162352,-34.487606
52997,1,3,38.704765,16.055286
53007,0,-1,-13.698343,-57.94658
53020,1,0,26.652794,-9.192383
53025,2,2,-27.087748,39.938553
53045,0,0,-14.227126,-49.928936
53060,2,2,-22.919626,36.207184
53095,2,0,-10.379878,26.13012
53097,2,2,-24.835468,51.74534
53103,1,1,19.329023,49.090714
53113,1,1,15.932055,43.49341
53125,0,0,-2.1659083,-49.330208
53128,0,0,8.906508,-31.126177
53163,0,0,-10.326568,-5.6940355
53166,2,0,-25.401472,17.509317
53170,0,0,-21.533136,16.613409
53243,2,2,-25.361876,36.136547
53253,2,0,-20.698973,24.68253
53254,-1,-1,36.093086,-1.5846127
53265,1,1,15.693115,48.440342
53268,-1,4,12.998767,-44.22849
53270,1,0,18.707796,1.8928844
53304,1,1,38.989357,46.72064
53335,1,1,17.985271,43.26507
53349,1,1,18.912169,44.994564
53391,0,0,-19.053165,9.802273
53410,0,0,-24.556967,-29.392426
53451,1,3,43.494465,18.45816
53489,0,0,13.55186,-11.222527
53493,2,0,-27.083368,29.09905
53530,1,0,4.0299706,11.709858
53608,1,0,34.607716,0.9536443
53616,2,0,-33.74125,23.619318
53630,0,0,-26.713152,9.378406
53678,1,1,31.090088,36.6218
53689,1,0,20.552904,-6.358408
53699,1,1,35.479073,40.268497
53746,2,0,-16.187695,19.304174
53790,1,0,35.55667,1.8169721
53913,1,1,11.30913,34.061203
53926,0,0,-4.6655507,-17.459085
53959,-1,-1,-2.279088,16.0251
54034,2,-1,-9.187509,28.720127
54091,2,2,0.60323226,39.63716
54093,0,0,-2.3691156,15.707952
54094,1,1,17.664915,49.34313
54098,0,0,-35.005898,-17.914677
54104,2,0,-2.4320886,17.099129
54110,0,0,-18.75232,-9.137985
54115,1,1,13.057336,33.361916
54124,1,-1,48.246624,23.680086
54125,2,2,-29.294128,44.215153
54126,1,0,9.0779705,31.827002
54145,2,0,-17.58677,30.39222
54173,0,0,-15.836412,-9.610522
54225,1,0,30.680883,-0.56812143
54226,2,0,2.8660414,27.99881
54228,1,0,20.297497,12.904818
54271,1,0,27.55969,2.35331
54284,1,1,28.840021,47.572186
54295,1,1,41.984715,21.952965
54311,2,0,-28.162554,22.322197
54337,0,0,-14.132889,-5.2027864
54429,0,0,-32.921574,-27.130943
54440,0,0,-17.957502,-32.79615
54451,2,0,-27.744078,33.899334
54458,-1,-1,14.771142,-53.263885
54637,1,0,18.70769,1.8926263
54739,2,0,-1.3630749,31.947548
54754,-1,-1,-2.640431,-52.47486
54987,0,0,-26.428581,-21.853086
55115,1,3,47.172104,21.308165
55151,0,0,-11.929788,12.221161
55176,0,0,-32.080116,-15.482166
55187,-1,4,13.240999,-34.8606
55275,1,0,12.688343,23.906712
55276,1,0,12.688375,23.906755
55321,2,0,-2.5467956,25.130205
55329,0,0,3.3597515,5.6085825
55339,2,2,-34.800377,43.803524
55346,-1,-1,17.933506,-28.36718
55506,2,2,-31.66634,41.79896
55602,0,0,6.0593944,-9.217667
55612,1,3,47.016533,20.619343
55850,0,0,-14.407318,-18.021263
55884,-1,-1,-7.9711895,-51.070404
55928,0,0,0.772064,-2.7914114
55937,2,0,-32.59961,21.80214
55993,0,0,-12.793063,-1.0580188
56119,2,0,-16.864454,6.5864286
56124,0,0,-34.770676,-28.64258
56127,0,0,10.305573,-20.821377
56243,2,0,12.017512,30.90811
56263,0,0,-2.7376382,6.043212
56307,1,0,2.9937115,8.2146845
56360,1,-1,32.238453,-5.9130607
56375,2,0,-9.847291,23.248543
56377,0,0,-0.50123835,4.0811987
56384,2,0,-30.869188,31.774998
56410,1,3,43.78252,24.213139
56424,1,0,23.949503,29.558382
56456,1,0,17.406649,29.927744
56529,0,0,13.447733,-0.1558191
56544,1,0,23.275019,-1.6407515
56553,2,0,27.202415,2.746322
56554,2,0,27.54003,2.936594
56556,2,0,-16.989649,15.8589
56562,0,0,5.902379,-30.54442
56565,2,0,-29.433287,17.616
56568,2,2,-28.622889,47.337994
56572,1,0,33.043358,-1.7319496
56575,0,0,-11.473903,2.8924787
56576,0,0,-17.44461,5.323069
56580,1,1,33.46787,42.258167
56585,2,0,-8.808018,42.45506
56590,0,0,-25.607084,-11.274966
56634,2,0,7.0363903,18.976984
56673,1,0,29.51638,-0.422799
56710,1,0,11.32819,28.691807
135104,0,0,-4.166211,-16.728222
98453,0,-1,-8.202077,-48.902042
98479,2,0,-21.315945,18.492132
42567,1,0,13.685511,29.885128
42580,0,4,-10.524484,-60.454582
98570,0,0,-27.159893,2.9751177
98579,1,1,20.84326,43.55915
98580,2,0,-1.0559049,29.643505
98585,2,2,-9.340015,41.58976
42596,2,0,-3.998897,6.5861087
98657,0,0,12.709829,-5.2214537
98746,0,0,-13.203871,-25.406944
42675,2,0,11.345924,9.62776
42677,-1,-1,14.420525,-38.453606
98813,-1,-1,28.852118,-44.367523
42683,1,0,21.488743,16.806301
135496,1,3,28.213211,20.83494
42704,1,0,23.724678,-10.995865
42711,2,2,-26.258615,44.33566
135568,2,0,9.226705,16.019724
98927,2,0,-23.05537,28.766186
135607,0,0,-22.449455,-25.199282
42748,0,0,-0.49132255,5.7964945
135632,2,0,-22.117352,22.092253
135633,2,0,-22.397278,20.584158
42761,1,1,19.54141,55.87507
42767,2,0,-3.6945813,22.407639
135675,1,3,38.941452,19.413006
135678,1,3,31.014671,25.62016
135679,0,0,-5.495839,-5.6690946
99100,0,-1,-6.4394794,-57.676987
99112,0,0,-12.115282,-20.99511
42843,2,0,-28.090424,6.6285768
99197,2,0,-27.493729,24.21535
99198,2,0,-21.158531,17.49532
42897,1,0,12.6502495,10.071227
42899,2,0,-11.616106,30.443474
135944,1,3,36.41425,13.758582
99288,1,0,25.669033,12.162401
42952,0,0,3.3485396,-31.16826
136064,0,0,-23.692387,-32.333706
42981,2,2,-28.501694,49.166565
99432,1,1,33.08869,5.0079107
42992,2,0,-13.4209385,36.83057
43003,0,0,-20.407984,-26.019194
43010,0,4,-5.137024,-55.34365
99488,2,0,-13.628077,11.049162
136177,2,2,-22.23877,42.93761
43065,1,1,35.026688,44.83643
99574,0,0,-6.191541,-21.41351
136245,-1,-1,23.590668,-13.041503
99591,1,3,40.115486,16.481428
99627,1,1,22.341759,50.521595
136316,1,0,17.837595,23.651052
136317,0,0,-11.456416,-9.711407
43112,1,1,16.926798,40.11223
99655,0,0,-13.570759,-4.59655
136358,1,0,17.99156,22.492678
99704,0,0,-11.03805,10.80139
136396,1,1,28.197258,33.762512
43146,0,0,5.5314083,1.1486659
99737,0,0,10.130102,-6.0295053
136422,1,1,28.49632,36.072876
99759,1,0,30.547235,-5.2639923
136527,2,0,-12.387275,6.046199
43224,2,0,-8.874006,23.86083
99871,0,0,-9.601836,-27.906729
43227,1,3,47.150818,15.820791
99882,-1,-1,19.841303,-19.02423
136556,2,2,-33.82604,49.914253
99912,0,0,-1.5467027,-24.306452
136575,1,1,11.571233,50.76027
99966,0,0,5.280467,-21.438768
43272,0,-1,-8.488793,-52.218964
