id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09378065913915634,0.0,0.0,0.0,0.8831930756568909,0.0,0.0
195552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23864765465259552,0.0,0.6988523602485657,0.0,0.0,0.0
195602,0.0,0.0,0.0,0.0,0.0,0.0,0.06676938384771347,0.08799475431442261,0.47131404280662537,0.2097703069448471,0.0,0.13550570607185364,0.0,0.0,0.0,0.0
184150,0.0,0.0,0.7982004284858704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13929952681064606,0.0
195652,0.0,0.0,0.2280101776123047,0.0,0.0,0.730323076248169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195785,0.0,0.0,0.5107707381248474,0.0,0.12423254549503326,0.16840723156929016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16881170868873596,0.0
179644,0.0,0.0,0.6949589848518372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612909972667694,0.0,0.0,0.0
179665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753289222717285,0.0,0.0,0.0,0.0,0.0,0.0
195970,0.010416669771075249,0.010416666977107525,0.010416674427688122,0.010416673496365547,0.8437499403953552,0.010416671633720398,0.010416670702397823,0.010416670702397823,0.010416671633720398,0.010416666977107525,0.010416670702397823,0.010416666977107525,0.010416669771075249,0.010416671633720398,0.010416671633720398,0.010416669771075249
184290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624999761581421,0.0,0.0,0.0
184294,0.0,0.0,0.4201371967792511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38926756381988525,0.0,0.0,0.0,0.15809522569179535,0.0
179778,0.0,0.5354472994804382,0.0,0.0,0.4388173520565033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196168,0.2319875806570053,0.0,0.0,0.7608402371406555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179912,0.4576752781867981,0.0,0.0,0.0,0.3712465465068817,0.0,0.0,0.0,0.0,0.0,0.0,0.13982810080051422,0.0,0.0,0.0,0.0
196434,0.0,0.0,0.0,0.0,0.0,0.6696892976760864,0.0,0.0,0.0,0.0,0.0,0.0,0.05550665035843849,0.23787221312522888,0.0,0.0
179963,0.0,0.0,0.0,0.0,0.48317331075668335,0.0,0.0,0.0,0.0,0.0,0.3033095896244049,0.17289206385612488,0.0,0.0,0.0,0.0
196473,0.0,0.0,0.0,0.0,0.48733294010162354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4640559256076813,0.0,0.0,0.0
196787,0.0,0.0,0.0,0.0,0.7196693420410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2617136836051941,0.0,0.0
184508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823113083839417,0.0
197016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864130616188049,0.0,0.0
197065,0.1483394056558609,0.0,0.6099237203598022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22796569764614105,0.0,0.0
184632,0.0,0.0,0.0,0.0,0.0,0.3228408396244049,0.0,0.0,0.227332204580307,0.0,0.0,0.0,0.0,0.0,0.0,0.4208090901374817
197333,0.0,0.0,0.0,0.0,0.1423407346010208,0.1707591414451599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04349943995475769,0.0,0.6336604356765747
197565,0.1468167006969452,0.0,0.0,0.0,0.8181833028793335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953125,0.0,0.0,0.0,0.0
184807,0.0,0.0,0.0,0.0,0.0,0.2401125431060791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7514739632606506
197891,0.02083333395421505,0.02083335816860199,0.02083335630595684,0.02083335630595684,0.020833341404795647,0.020833350718021393,0.020833339542150497,0.020833343267440796,0.6874996423721313,0.02083340287208557,0.020833346992731094,0.020833387970924377,0.02083335444331169,0.02083335816860199,0.020833343267440796,0.020833361893892288
198141,0.0,0.48120826482772827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4750416874885559,0.0,0.0,0.0,0.0,0.0,0.0
198143,0.010416668839752674,0.010416668839752674,0.010416675359010696,0.010416675359010696,0.8437498211860657,0.010416671633720398,0.01041668001562357,0.010416671633720398,0.010416670702397823,0.0104166679084301,0.010416693985462189,0.010416670702397823,0.010416670702397823,0.010416670702397823,0.010416670702397823,0.010416724719107151
198203,0.0,0.0,0.0,0.0,0.0,0.5068908333778381,0.0,0.0,0.0,0.2138376235961914,0.0,0.0,0.0,0.0,0.18899372220039368,0.0
198765,0.0,0.5685530304908752,0.0,0.0,0.3689468801021576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199087,0.0,0.0,0.0,0.2678855061531067,0.0,0.0,0.0,0.0,0.33664369583129883,0.18905708193778992,0.0,0.0,0.0,0.0,0.0,0.19883796572685242
199300,0.0,0.0,0.478559285402298,0.0,0.0,0.0,0.32212209701538086,0.0,0.0,0.06714114546775818,0.0,0.0,0.0,0.11775441467761993,0.0,0.0
199357,0.0,0.0,0.0,0.0,0.0,0.20059052109718323,0.0,0.4316099286079407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136328458786011
199395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9448529481887817
199404,0.0,0.0,0.0,0.0,0.2857043147087097,0.0,0.11583025008440018,0.0,0.0,0.0,0.0,0.0,0.0,0.5476841330528259,0.0,0.0
199599,0.0,0.0,0.0,0.0,0.0,0.6312244534492493,0.0,0.0,0.31730493903160095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199848,0.0,0.056480858474969864,0.0,0.0,0.0,0.1605105996131897,0.0,0.7692373394966125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199976,0.0,0.0,0.0,0.0,0.0,0.9414061903953552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199977,0.0,0.0,0.0,0.0,0.0,0.9553571343421936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185439,0.2191287726163864,0.0,0.6558710932731628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5487970113754272,0.43085408210754395,0.0,0.0
185786,0.0,0.0,0.0,0.0,0.0,0.17259348928928375,0.0,0.0,0.44445258378982544,0.15533417463302612,0.0,0.0,0.16992738842964172,0.0,0.0,0.0
185808,0.7016764283180237,0.0,0.0,0.0,0.13056722283363342,0.0,0.09950121492147446,0.035872217267751694,0.026605570688843727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185855,0.0,0.0,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07224105298519135,0.0,0.6357588171958923,0.0,0.2800516188144684
186033,0.0,0.0,0.43327122926712036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45735374093055725,0.0,0.0,0.0,0.0
186177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18238340318202972,0.0,0.0,0.7661459445953369,0.0
186301,0.0,0.0,0.0,0.06716752797365189,0.6709727048873901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25479453802108765,0.0,0.0
186649,0.0,0.0,0.0,0.0,0.7122585773468018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25274142622947693,0.0,0.0,0.0
186676,0.0,0.0,0.4494752585887909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4921913743019104,0.0
186927,0.0,0.4273712933063507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4632536470890045,0.0,0.0,0.0
187101,0.0,0.0,0.48982226848602295,0.0,0.0,0.0,0.0,0.48366254568099976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9062498807907104,0.0
187699,0.0,0.0,0.0,0.0,0.5681579113006592,0.0,0.0,0.0,0.0,0.19097399711608887,0.0,0.19307389855384827,0.0,0.0,0.0,0.0
187745,0.010416666977107525,0.8437499403953552,0.010416670702397823,0.010416669771075249,0.010416666977107525,0.010416677221655846,0.010416666977107525,0.0104166679084301,0.010416666977107525,0.0104166679084301,0.010416669771075249,0.0104166679084301,0.010416679084300995,0.010416666977107525,0.0104166679084301,0.0104166679084301
188065,0.0815589427947998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28097769618034363,0.12385090440511703,0.0,0.0,0.19066694378852844,0.0,0.0,0.3158579170703888
188260,0.0,0.29730671644210815,0.0,0.4380098581314087,0.0,0.22192023694515228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188665,0.0,0.0,0.0,0.13122043013572693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8405537009239197,0.0,0.0,0.0
